Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
1492,Stanislav Lobotka,sk,MF,,Napoli,Serie A,28,1994,36.5,2518,94,521,1658,361,5,2518,33,15,45.5,11,33.3,1449,6884,2731,29,47,2,25,13,1851,34
1493,Manuel Locatelli,it,MF,,Juventus,Serie A,25,1998,33.4,2285,101,542,1418,341,22,2285,19,13,68.4,5,26.3,1262,5525,2702,21,37,2,19,17,1604,26
1494,Bradley Locko,fr,DF,,Brest,Ligue 1,21,2002,32.9,2269,112,666,1101,544,21,2269,118,56,47.5,52,44.1,1466,8974,4389,83,62,4,68,28,1308,162
1495,Tom Lockyer,wls,DF,,Luton Town,Premier League,28,1994,13.0,586,108,316,242,32,18,586,6,4,66.7,2,33.3,269,1504,883,6,6,1,6,2,247,2
1496,Renan Lodi,br,DF,,Marseille,Ligue 1,25,1998,13.7,874,47,247,390,243,19,874,8,2,25.0,5,62.5,575,3148,1376,25,30,2,15,2,522,77
1497,Ruben Loftus-Cheek,eng,MF,,Milan,Serie A,27,1996,23.0,953,27,122,494,356,64,953,56,30,53.6,20,35.7,581,4166,2373,73,63,9,35,22,717,113
1498,Andy Logbo,fr,FW,,Le Havre,Ligue 1,19,2004,2.8,79,4,9,36,35,12,79,5,4,80.0,1,20.0,55,290,57,1,0,1,16,7,46,7
1499,Enzo Loiodice,fr,MF,,Las Palmas,La Liga,22,2000,19.9,1362,34,238,799,337,26,1362,53,28,52.8,21,39.6,756,3333,1451,27,27,4,41,42,997,72
1500,Sean Longstaff,eng,MF,,Newcastle Utd,Premier League,25,1997,30.5,1533,50,338,780,422,90,1533,23,11,47.8,11,47.8,801,3331,1394,24,24,7,34,35,1076,116
1501,Ademola Lookman,ng,FW,MF,Atalanta,Serie A,25,1997,21.0,1109,2,54,458,607,129,1109,87,39,44.8,37,42.5,699,4257,1972,72,42,35,66,42,866,222
1502,Noah Loosli,ch,DF,,Bochum,Bundesliga,26,1997,3.8,177,18,76,83,19,4,177,1,1,100.0,0,0.0,74,309,119,1,1,0,3,0,69,3
1503,Anthony Lopes,pt,GK,,Lyon,Ligue 1,32,1990,31.0,1110,928,1093,17,0,0,1110,0,0,,0,,784,4447,2904,1,0,0,0,0,510,0
1504,David López,es,DF,,Girona,La Liga,33,1989,21.8,1770,286,946,785,48,22,1770,9,5,55.6,2,22.2,1083,5934,3308,15,9,0,12,2,1281,1
1505,Diego López,es,MF,FW,Valencia,La Liga,21,2002,29.5,1094,24,152,457,504,95,1094,76,28,36.8,40,52.6,598,3673,2078,75,59,29,64,27,720,180
1506,Fermin López,es,MF,FW,Barcelona,La Liga,20,2003,16.1,841,11,95,418,335,69,841,38,22,57.9,12,31.6,486,2639,1446,42,28,10,51,25,618,93
1507,Javi López,es,DF,,Alavés,La Liga,21,2002,26.5,1407,89,441,582,404,45,1407,74,41,55.4,28,37.8,631,4017,1896,53,44,11,40,20,720,120
1508,Maxime Lopez,fr,MF,,Fiorentina,Serie A,25,1997,8.9,724,19,145,459,120,8,724,4,2,50.0,2,50.0,470,2352,1174,14,12,1,4,1,543,11
1509,Maxime Lopez,fr,MF,,Sassuolo,Serie A,25,1997,1.6,144,10,38,89,19,0,144,2,0,0.0,2,100.0,107,542,267,2,4,0,1,0,125,4
1510,Pau López,es,GK,,Marseille,Ligue 1,28,1994,32.7,1258,780,1216,42,0,0,1258,0,0,,0,,946,5033,3149,0,0,0,1,0,718,0
1511,Unai López,es,MF,,Rayo Vallecano,La Liga,27,1995,23.4,1675,35,340,980,371,16,1675,39,22,56.4,17,43.6,886,4167,1964,32,24,2,26,23,1128,59
1512,Dion Lopy,sn,MF,,Almería,La Liga,21,2002,21.3,1108,65,310,656,162,8,1108,48,29,60.4,15,31.3,652,4181,1705,23,23,2,23,15,695,19
1513,Anthony Losilla,fr,MF,,Bochum,Bundesliga,37,1986,28.6,1192,69,271,700,229,56,1192,23,10,43.5,13,56.5,431,1376,547,11,11,2,27,12,563,42
1514,Jordan Lotomba,ch,DF,,Nice,Ligue 1,24,1998,20.0,1169,48,356,588,250,22,1169,42,19,45.2,19,45.2,767,4640,2071,36,33,2,23,20,710,40
1515,Tom Louchet,fr,MF,DF,Nice,Ligue 1,20,2003,4.5,307,11,73,128,108,5,307,7,1,14.3,6,85.7,204,1378,552,6,8,0,7,6,194,40
1516,Imran Louza,ma,MF,,Lorient,Ligue 1,24,1999,9.6,672,14,96,401,183,17,672,18,10,55.6,7,38.9,497,2993,1186,19,21,2,14,10,466,36
1517,Matteo Lovato,it,DF,,Torino,Serie A,23,2000,6.0,324,22,179,137,8,3,324,0,0,,0,,150,550,140,0,0,0,0,1,190,0
1518,Matteo Lovato,it,DF,,Salernitana,Serie A,23,2000,10.5,523,69,247,255,25,4,523,1,0,0.0,1,100.0,222,772,383,1,2,0,6,3,258,1
1519,Dejan Lovren,hr,DF,,Lyon,Ligue 1,34,1989,8.0,521,76,247,248,28,7,521,0,0,,0,,354,1746,735,5,8,0,1,2,326,1
1520,Sandi Lovrić,si,MF,,Udinese,Serie A,25,1998,22.1,939,31,169,444,347,35,939,32,17,53.1,14,43.8,521,3157,1735,52,35,10,30,20,546,80
1521,Max Lowe,eng,DF,MF,Sheffield Utd,Premier League,26,1997,5.6,203,23,78,64,63,6,203,5,2,40.0,3,60.0,66,271,105,5,2,1,6,0,88,11
1522,Anthony Lozano,hn,MF,FW,Getafe,La Liga,30,1993,1.0,33,2,6,10,17,5,33,4,1,25.0,3,75.0,16,65,20,0,0,0,6,2,24,6
1523,Anthony Lozano,hn,FW,,Almería,La Liga,30,1993,8.6,244,15,27,126,91,22,244,17,4,23.5,11,64.7,130,676,287,12,10,5,25,16,172,24
1524,Lucas,br,DF,,Cádiz,La Liga,22,2001,17.1,1020,54,306,447,275,14,1020,32,15,46.9,14,43.8,487,2549,1130,30,19,3,22,18,513,65
1525,Lorenzo Lucca,it,FW,,Udinese,Serie A,22,2000,28.8,772,41,91,377,313,93,772,33,12,36.4,20,60.6,436,1829,459,10,16,5,85,48,598,118
1526,Jhon Lucumí,co,DF,,Bologna,Serie A,25,1998,24.6,2062,213,913,1082,81,10,2062,10,8,80.0,2,20.0,1339,7663,4522,28,21,0,15,6,1552,4
1527,José Luis Gayà,es,DF,,Valencia,La Liga,28,1995,19.9,1246,50,381,564,316,15,1246,18,8,44.4,8,44.4,634,3368,1839,41,29,5,14,7,694,97
1528,José Luis Morales,es,FW,MF,Villarreal,La Liga,36,1987,11.6,337,10,47,144,153,44,337,32,9,28.1,22,68.8,203,1306,720,29,16,19,25,13,243,79
1529,José Luis Palomino,ar,DF,,Atalanta,Serie A,33,1990,0.3,43,6,29,14,0,0,43,0,0,,0,,21,88,51,0,0,0,0,0,22,0
1530,Douglas Luiz,br,MF,,Aston Villa,Premier League,25,1998,33.3,2351,81,519,1256,598,38,2347,47,24,51.1,16,34.0,1394,7522,3562,60,48,4,33,31,1638,50
1531,Romelu Lukaku,be,FW,,Roma,Serie A,30,1993,29.3,843,22,59,346,448,141,842,24,11,45.8,13,54.2,500,2060,1019,37,24,22,52,32,667,234
1532,Castello Lukeba,fr,DF,,RB Leipzig,Bundesliga,20,2002,24.3,2114,191,955,1111,64,16,2114,31,17,54.8,6,19.4,1446,6629,3477,23,23,1,20,9,1617,9
1533,Dodi Lukebakio,be,FW,MF,Sevilla,La Liga,25,1997,12.5,520,8,36,193,298,67,520,62,30,48.4,26,41.9,369,2713,1336,48,31,24,44,19,437,116
1534,Saša Lukić,rs,MF,,Fulham,Premier League,26,1996,12.5,625,36,167,361,109,23,625,8,5,62.5,3,37.5,342,1634,776,12,12,1,11,10,374,27
1535,Karlo Lulić,hr,MF,,Frosinone,Serie A,27,1996,0.2,14,0,2,10,2,0,14,0,0,,0,,10,49,15,1,1,0,0,0,9,0
1536,Andriy Lunin,ua,GK,,Real Madrid,La Liga,24,1999,21.0,713,613,710,3,0,0,713,0,0,,0,,399,1766,1177,0,0,0,0,0,400,0
1537,Sebastiano Luperto,it,DF,,Empoli,Serie A,26,1996,37.8,2130,297,1165,876,103,29,2130,9,7,77.8,2,22.2,1172,5285,2754,13,12,0,12,1,1312,13
1538,Mateus Lusuardi,br,DF,,Frosinone,Serie A,19,2004,2.4,176,13,57,99,20,1,176,1,1,100.0,0,0.0,93,505,257,2,3,0,1,1,115,0
1539,Andreas Luthe,de,GK,,Bochum,Bundesliga,36,1987,1.0,50,29,50,0,0,0,50,0,0,,0,,31,117,48,0,0,0,0,0,30,0
1540,Zito Luvumbo,ao,FW,MF,Cagliari,Serie A,21,2002,21.6,646,2,50,186,427,123,646,86,30,34.9,40,46.5,463,3510,1983,85,43,45,69,47,499,181
1541,Charalambos Lykogiannis,gr,DF,,Bologna,Serie A,29,1993,10.0,682,28,194,311,180,10,682,7,2,28.6,5,71.4,354,1964,1020,36,20,3,5,5,455,41
1542,Senne Lynen,be,MF,,Werder Bremen,Bundesliga,24,1999,20.0,1165,76,380,668,127,8,1165,20,8,40.0,10,50.0,544,1994,741,10,9,2,16,9,645,28
1543,Joshua M'Bahia,ci,MF,,Clermont Foot,Ligue 1,18,2005,0.2,15,0,6,4,5,0,15,0,0,,0,,13,77,51,0,0,0,0,1,13,2
1544,Othmane Maamma,ma,FW,,Montpellier,Ligue 1,17,2005,1.0,49,1,9,23,22,5,49,10,6,60.0,4,40.0,39,448,138,7,6,3,5,5,35,3
1545,Ian Maatsen,nl,FW,MF,Chelsea,Premier League,21,2002,2.3,179,7,49,56,75,8,179,4,0,0.0,4,100.0,100,555,315,9,5,2,8,7,117,15
1546,Ian Maatsen,nl,DF,,Dortmund,Bundesliga,21,2002,14.0,1216,40,320,645,268,23,1216,23,13,56.5,10,43.5,738,4424,2362,41,23,8,23,9,849,49
1547,Alexis Mac Allister,ar,MF,,Liverpool,Premier League,24,1998,28.9,2313,73,392,1382,560,32,2312,34,18,52.9,12,35.3,1346,5738,3006,44,45,4,30,35,1626,48
1548,Deiver Machado,co,DF,,Lens,Ligue 1,29,1993,12.5,613,26,124,274,223,25,613,24,7,29.2,10,41.7,395,2075,866,22,15,4,18,16,364,74
1549,Darwin Machís,ve,MF,,Cádiz,La Liga,30,1993,8.7,394,6,53,162,182,16,393,17,6,35.3,9,52.9,218,1393,558,20,20,5,20,11,225,54
1550,James Maddison,eng,MF,,Tottenham,Premier League,26,1996,23.7,1748,24,136,774,852,112,1748,81,32,39.5,34,42.0,1251,6395,2589,58,60,31,35,34,1430,156
1551,Noni Madueke,eng,FW,,Chelsea,Premier League,21,2002,11.7,666,18,85,224,373,77,665,86,37,43.0,37,43.0,428,3556,2191,76,36,38,25,14,504,136
1552,Pablo Maffeo,es,DF,,Mallorca,La Liga,26,1997,16.2,771,33,178,337,268,27,771,35,16,45.7,13,37.1,369,2332,1095,38,33,11,36,14,410,68
1553,Gabriel Magalhães,br,DF,,Arsenal,Premier League,25,1997,33.8,2447,321,1049,1176,234,42,2447,5,2,40.0,2,40.0,1447,6001,3455,13,37,1,12,3,1702,8
1554,Soungoutou Magassa,fr,DF,MF,Monaco,Ligue 1,19,2003,15.0,1177,78,401,719,68,9,1177,16,8,50.0,4,25.0,898,4464,1934,7,13,1,23,8,806,13
1555,Giulio Maggiore,it,MF,,Salernitana,Serie A,25,1998,20.0,1013,63,293,592,139,31,1013,16,6,37.5,7,43.8,470,2152,825,8,3,2,19,8,585,25
1556,Matej Maglica,hr,DF,,Darmstadt 98,Bundesliga,24,1998,18.9,1220,137,629,529,67,13,1220,4,1,25.0,3,75.0,626,2954,1542,11,11,1,8,6,739,5
1557,Giangiacomo Magnani,it,DF,,Hellas Verona,Serie A,27,1995,27.2,1285,172,640,602,48,13,1285,13,8,61.5,2,15.4,660,3337,1725,15,13,3,16,3,673,10
1558,Hugo Magnetti,fr,MF,,Brest,Ligue 1,25,1998,26.0,1366,27,240,812,333,23,1366,39,26,66.7,11,28.2,1005,5373,2046,36,43,5,31,18,907,61
1559,Yohann Magnin,fr,MF,,Clermont Foot,Ligue 1,26,1997,18.7,1066,38,249,641,186,28,1066,11,3,27.3,7,63.6,730,3478,1227,14,15,2,36,12,669,47
1560,Frank Magri,cm,FW,MF,Toulouse,Ligue 1,23,1999,16.0,520,20,57,210,262,63,520,37,13,35.1,20,54.1,375,2367,891,31,17,11,38,25,364,121
1561,Harry Maguire,eng,DF,,Manchester Utd,Premier League,30,1993,18.4,1313,201,626,603,89,36,1313,2,0,0.0,2,100.0,702,4638,2771,20,13,2,9,2,782,2
1562,Jon Magunacelaya,es,FW,MF,Real Sociedad,La Liga,23,2000,1.3,68,2,12,30,26,6,68,5,2,40.0,2,40.0,33,145,83,2,2,0,3,2,39,10
1563,Adel Mahamoud,km,FW,,Nantes,Ligue 1,20,2003,0.1,5,0,0,3,2,0,5,1,1,100.0,0,0.0,3,12,4,0,0,0,1,0,2,1
1564,Arne Maier,de,MF,,Augsburg,Bundesliga,24,1999,11.1,692,15,86,321,293,28,692,20,12,60.0,8,40.0,350,1577,680,17,11,6,13,11,422,66
1565,Habib Maïga,ci,MF,FW,Metz,Ligue 1,27,1996,1.6,82,5,26,44,14,2,82,0,0,,0,,46,263,111,1,2,0,2,2,42,1
1566,Mike Maignan,fr,GK,,Milan,Serie A,28,1995,29.0,1285,960,1281,5,0,0,1285,1,1,100.0,0,0.0,873,4782,3225,0,0,0,1,0,732,0
1567,Linton Maina,de,FW,MF,Köln,Bundesliga,24,1999,21.1,846,14,110,334,429,82,846,57,22,38.6,31,54.4,599,5140,2671,109,64,47,38,27,607,169
1568,Patrick Mainka,de,DF,,Heidenheim,Bundesliga,28,1994,34.0,1997,267,1151,777,85,45,1997,20,10,50.0,7,35.0,1049,6518,3805,33,15,0,13,5,1098,6
1569,Kobbie Mainoo,eng,MF,,Manchester Utd,Premier League,18,2005,21.4,1094,62,302,568,236,30,1094,58,31,53.4,22,37.9,667,3152,1447,25,22,6,29,24,767,36
1570,Ainsley Maitland-Niles,eng,DF,MF,Lyon,Ligue 1,25,1997,15.9,949,56,269,400,293,41,948,33,16,48.5,14,42.4,645,3539,1645,26,25,6,15,11,580,82
1571,Radosław Majecki,pl,GK,,Monaco,Ligue 1,23,1999,12.0,401,348,399,2,0,0,401,0,0,,0,,281,1577,879,0,0,0,0,0,166,0
1572,Lovro Majer,hr,MF,,Rennes,Ligue 1,25,1998,0.2,20,1,6,9,6,2,20,1,1,100.0,0,0.0,17,131,58,1,0,1,1,0,16,1
1573,Lovro Majer,hr,MF,FW,Wolfsburg,Bundesliga,25,1998,23.4,1288,14,179,598,531,65,1286,50,25,50.0,19,38.0,794,4884,2049,61,38,9,59,27,927,140
1574,Jean-Victor Makengo,fr,MF,FW,Lorient,Ligue 1,25,1998,5.3,339,11,75,189,80,3,339,14,5,35.7,8,57.1,275,1622,744,11,7,0,8,11,258,17
1575,Jordy Makengo,fr,DF,,Freiburg,Bundesliga,21,2001,11.4,666,50,215,309,149,5,666,26,12,46.2,10,38.5,341,1998,975,27,20,3,14,5,384,34
1576,Antoine Makoumbou,cg,MF,,Cagliari,Serie A,25,1998,30.0,1423,62,338,847,254,11,1423,36,21,58.3,9,25.0,869,4766,2042,37,26,1,30,30,993,52
1577,Nemanja Maksimović,rs,MF,,Getafe,La Liga,28,1995,36.3,1380,86,321,762,309,59,1380,17,7,41.2,9,52.9,565,2540,1251,22,25,2,24,8,695,35
1578,Julián Malatini,ar,DF,,Werder Bremen,Bundesliga,22,2001,6.7,450,40,198,216,37,6,450,7,6,85.7,1,14.3,254,1271,578,9,4,0,11,3,270,7
1579,Daniel Maldini,it,MF,FW,Monza,Serie A,21,2001,3.7,159,2,21,74,71,13,159,19,9,47.4,7,36.8,101,770,419,15,7,7,12,5,123,22
1580,Daniel Maldini,it,FW,MF,Empoli,Serie A,21,2001,2.9,135,1,10,66,63,8,135,17,7,41.2,10,58.8,68,456,197,7,7,2,11,5,87,10
1581,Youssef Maleh,ma,MF,,Empoli,Serie A,24,1998,28.9,1328,52,317,681,344,28,1328,16,8,50.0,7,43.8,605,2646,1233,17,25,4,40,18,754,65
1582,Donyell Malen,nl,FW,MF,Dortmund,Bundesliga,24,1999,19.8,800,10,78,262,475,118,800,95,42,44.2,40,42.1,558,3933,1957,73,49,45,51,39,631,163
1583,Ruslan Malinovskyi,ua,MF,,Genoa,Serie A,30,1993,17.2,891,27,191,503,211,4,891,27,10,37.0,13,48.1,532,3228,1398,24,28,0,22,22,605,31
1584,Lennard Maloney,us,MF,,Heidenheim,Bundesliga,23,1999,25.4,1210,105,425,681,113,21,1210,8,6,75.0,2,25.0,514,2220,740,3,8,0,20,11,580,17
1585,Aaron Malouda,fr,FW,,Lille,Ligue 1,17,2005,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
1586,Giorgi Mamardashvili,ge,GK,,Valencia,La Liga,22,2000,36.5,1216,1025,1211,5,0,0,1216,0,0,,0,,613,3426,1932,0,1,1,4,0,422,0
1587,David Mamutovic,de,FW,DF,Mainz 05,Bundesliga,22,2000,0.1,12,0,2,7,3,0,12,0,0,,0,,7,19,5,0,0,0,0,0,9,0
1588,Wilson Manafá,pt,DF,MF,Granada,La Liga,29,1994,2.7,165,4,66,68,33,0,165,9,6,66.7,3,33.3,87,481,241,5,3,0,5,2,84,6
1589,Hianga Mananga Mbock,fr,MF,FW,Brest,Ligue 1,23,1999,0.1,10,0,0,5,5,1,10,0,0,,0,,7,78,65,1,2,0,0,0,7,0
1590,Gianluca Mancini,it,DF,,Roma,Serie A,27,1996,31.9,2248,249,997,1095,167,28,2248,5,4,80.0,1,20.0,1397,6722,4373,38,43,0,4,10,1677,13
1591,Marco Mancosu,it,MF,FW,Cagliari,Serie A,34,1988,1.7,84,0,9,44,31,4,83,6,3,50.0,3,50.0,51,221,99,4,2,0,3,3,58,11
1592,Steve Mandanda,fr,GK,,Rennes,Ligue 1,38,1985,34.0,1286,976,1267,19,0,0,1286,1,1,100.0,0,0.0,919,4432,2525,0,1,1,1,0,641,0
1593,Christos Mandas,gr,GK,,Lazio,Serie A,21,2001,8.0,286,237,282,4,0,0,286,2,2,100.0,0,0.0,174,939,498,0,0,0,0,0,163,0
1594,Reinildo Mandava,mz,DF,,Atlético Madrid,La Liga,29,1994,8.1,512,35,199,228,88,9,512,17,8,47.1,7,41.2,229,1056,563,10,15,1,12,1,269,17
1595,Aïssa Mandi,dz,DF,,Villarreal,La Liga,31,1991,12.4,825,139,431,378,21,6,825,0,0,,0,,450,2516,1489,6,6,0,2,2,579,4
1596,Rolando Mandragora,it,MF,,Fiorentina,Serie A,26,1997,17.6,897,27,155,521,224,25,897,11,6,54.5,4,36.4,489,1723,827,7,6,0,10,8,587,32
1597,Orel Mangala,be,MF,,Nott'ham Forest,Premier League,25,1998,17.4,819,46,245,471,116,9,819,30,13,43.3,13,43.3,429,2097,961,13,11,1,17,18,529,14
1598,Orel Mangala,be,MF,,Lyon,Ligue 1,25,1998,4.4,228,9,34,132,63,7,228,7,3,42.9,2,28.6,178,960,382,9,6,0,9,5,174,21
1599,Vito Mannone,it,GK,,Lille,Ligue 1,35,1988,1.0,41,32,41,0,0,0,41,0,0,,0,,33,119,59,0,0,0,0,0,24,0
1600,Kostas Manolas,gr,DF,,Salernitana,Serie A,32,1991,5.4,354,46,195,154,6,4,354,1,1,100.0,0,0.0,212,1028,470,0,2,0,1,1,246,2
1601,Javier Manquillo,es,DF,MF,Celta Vigo,La Liga,29,1994,8.3,510,29,177,244,93,8,510,8,4,50.0,4,50.0,256,977,459,5,6,2,16,4,294,16
1602,Braydon Manu,gh,MF,,Darmstadt 98,Bundesliga,26,1997,1.9,56,1,9,24,24,4,56,9,4,44.4,5,55.6,34,203,120,5,0,1,2,1,37,9
1603,Benson Manuel,ao,MF,FW,Burnley,Premier League,26,1997,1.3,82,0,9,25,48,3,82,12,4,33.3,6,50.0,63,515,225,5,7,0,5,4,68,14
1604,Faitout Maouassa,fr,DF,MF,Granada,La Liga,25,1998,2.5,126,6,35,41,53,5,126,4,1,25.0,2,50.0,58,341,190,8,5,2,6,1,63,15
1605,Faitout Maouassa,fr,MF,DF,Lens,Ligue 1,25,1998,0.8,42,3,11,11,20,4,42,2,1,50.0,1,50.0,21,140,62,2,0,2,0,4,20,2
1606,Marcão,br,DF,,Sevilla,La Liga,27,1996,3.9,237,18,108,123,7,1,237,3,1,33.3,1,33.3,129,783,542,3,5,0,3,0,165,0
1607,Solly March,eng,FW,DF,Brighton,Premier League,29,1994,6.2,336,12,71,123,145,18,336,18,8,44.4,8,44.4,198,975,491,14,7,3,8,10,211,44
1608,Riccardo Marchizza,it,DF,,Frosinone,Serie A,25,1998,12.8,644,38,229,262,154,16,644,8,3,37.5,5,62.5,306,1138,561,6,3,1,9,1,372,39
1609,Gian Marco Ferrari,it,DF,,Sassuolo,Serie A,31,1992,25.2,1499,164,649,766,88,27,1499,5,3,60.0,1,20.0,881,4954,3171,32,16,0,14,1,976,7
1610,Óscar de Marcos,es,DF,,Athletic Club,La Liga,34,1989,25.1,1764,60,375,868,529,34,1764,22,6,27.3,16,72.7,871,3548,2012,51,40,6,15,6,1027,125
1611,Alberto Marí,es,FW,,Valencia,La Liga,22,2001,3.1,102,6,15,31,56,15,101,5,3,60.0,2,40.0,44,182,85,2,1,2,11,3,62,13
1612,José Mari,es,MF,FW,Cádiz,La Liga,35,1987,0.2,23,0,0,19,4,0,23,0,0,,0,,10,55,23,0,0,0,0,0,16,1
1613,Pablo Marí,es,DF,,Monza,Serie A,29,1993,29.1,2007,307,1087,880,44,17,2007,8,5,62.5,2,25.0,1224,5474,2795,2,8,0,8,3,1420,1
1614,José María Giménez,uy,DF,,Atlético Madrid,La Liga,28,1995,14.7,826,157,487,328,16,8,826,3,2,66.7,1,33.3,419,1871,901,2,0,0,2,0,511,1
1615,Mariano,do,FW,MF,Sevilla,La Liga,29,1993,2.7,85,2,3,33,49,16,85,2,1,50.0,1,50.0,45,329,111,3,3,3,9,6,62,17
1616,Mirko Marić,hr,FW,,Monza,Serie A,28,1995,3.2,135,4,9,59,69,20,135,4,1,25.0,3,75.0,71,232,91,2,3,1,10,5,106,30
1617,Rafa Marín,es,DF,,Alavés,La Liga,21,2002,27.1,1303,220,711,555,45,25,1303,5,3,60.0,1,20.0,628,3485,2110,13,5,0,11,4,696,6
1618,Răzvan Marin,ro,MF,,Empoli,Serie A,27,1996,20.2,1101,36,230,591,289,15,1101,30,15,50.0,14,46.7,544,2691,1243,21,17,5,24,19,654,24
1619,Diego Mariño,es,GK,,Almería,La Liga,33,1990,1.0,32,26,32,0,0,0,32,0,0,,0,,22,94,53,0,0,0,0,0,20,0
1620,Guillermo Maripán,cl,DF,,Monaco,Ligue 1,29,1994,19.6,1274,182,615,635,32,13,1274,1,1,100.0,0,0.0,882,4137,1648,4,1,1,9,1,812,5
1621,Mika Màrmol,es,DF,,Las Palmas,La Liga,21,2002,35.3,2956,395,1553,1302,109,12,2956,33,17,51.5,14,42.4,1673,7990,5096,36,26,1,16,10,1987,13
1622,Omar Marmoush,eg,FW,MF,Eint Frankfurt,Bundesliga,24,1999,25.6,940,5,60,403,503,155,938,112,39,34.8,64,57.1,647,4713,2153,88,52,40,99,58,700,165
1623,Marquinhos,br,FW,MF,Nantes,Ligue 1,20,2003,1.7,99,3,17,42,40,8,99,7,4,57.1,3,42.9,66,308,115,2,2,1,2,6,60,11
1624,Marquinhos,br,DF,,Paris S-G,Ligue 1,29,1994,17.1,1957,196,669,1175,124,9,1957,1,1,100.0,0,0.0,1657,9112,5224,18,25,0,8,2,1589,3
1625,Unai Marrero,es,GK,,Real Sociedad,La Liga,21,2001,1.6,46,32,43,3,0,0,46,0,0,,0,,22,94,55,0,0,0,0,0,11,0
1626,Agustín Martegani,ar,MF,,Salernitana,Serie A,23,2000,8.1,371,14,65,201,113,9,371,21,12,57.1,5,23.8,215,1328,678,14,15,3,10,9,239,22
1627,Eric Martel,de,MF,,Köln,Bundesliga,21,2002,27.3,1515,116,491,817,220,35,1515,17,7,41.2,6,35.3,690,3155,1186,21,14,2,24,24,841,35
1628,Roger Martí,es,FW,,Cádiz,La Liga,32,1991,15.1,503,7,33,263,216,53,503,10,3,30.0,6,60.0,309,1260,390,7,15,2,47,20,354,64
1629,Anthony Martial,fr,FW,,Manchester Utd,Premier League,27,1995,5.0,178,3,11,81,89,16,178,6,2,33.3,2,33.3,105,444,168,6,6,1,14,10,148,36
1630,Aarón Martín,es,DF,,Genoa,Serie A,26,1997,15.3,703,26,166,288,255,10,703,12,6,50.0,6,50.0,367,1839,972,28,21,3,12,4,432,72
1631,Iván Martín,es,MF,,Girona,La Liga,24,1999,30.3,1895,48,327,1060,533,58,1895,59,39,66.1,20,33.9,1267,8252,3837,84,62,13,64,41,1525,109
1632,Jon Martin,es,DF,,Real Sociedad,La Liga,17,2006,0.3,10,2,9,1,0,0,10,0,0,,0,,1,2,1,0,0,0,0,0,4,0
1633,Jonas Martin,fr,MF,,Brest,Ligue 1,33,1990,13.4,1099,49,221,719,170,17,1099,11,5,45.5,6,54.5,809,4190,1930,28,23,2,13,12,747,32
1634,Mario Martín,es,MF,,Real Madrid,La Liga,19,2004,0.2,25,2,9,13,4,0,25,0,0,,0,,12,64,18,0,0,0,2,0,15,1
1635,Gabriel Martinelli,br,FW,,Arsenal,Premier League,22,2001,22.4,1241,12,96,315,844,196,1241,114,40,35.1,61,53.5,856,5863,2981,127,49,82,54,41,956,345
1636,Tommaso Martinelli,it,GK,,Fiorentina,Serie A,17,2006,1.0,50,43,50,0,0,0,50,0,0,,0,,17,103,50,0,0,0,0,0,29,0
1637,Arnau Martinez,es,DF,,Girona,La Liga,20,2003,13.8,958,79,347,483,131,9,958,7,3,42.9,4,57.1,541,2924,1608,29,14,1,16,9,655,16
1638,Emiliano Martínez,ar,GK,,Aston Villa,Premier League,30,1992,33.5,1509,1139,1484,25,0,0,1509,0,0,,0,,933,4389,2772,0,0,0,1,0,800,0
1639,Iñigo Martínez,es,DF,,Barcelona,La Liga,32,1991,14.4,1241,91,456,729,63,13,1241,1,0,0.0,1,100.0,833,4930,3438,33,22,1,3,0,935,5
1640,Josep Martinez,es,GK,,Genoa,Serie A,25,1998,36.0,1502,1121,1482,20,1,0,1502,3,3,100.0,0,0.0,974,6451,4095,0,0,0,0,0,800,0
1641,Lautaro Martínez,ar,FW,,Inter,Serie A,25,1997,29.5,1176,12,88,532,564,178,1173,68,19,27.9,39,57.4,735,3228,1486,54,29,28,68,45,878,172
1642,Lisandro Martínez,ar,DF,,Manchester Utd,Premier League,25,1998,7.2,510,75,234,259,18,2,510,4,2,50.0,1,25.0,338,1775,1062,8,3,0,1,3,351,1
1643,Marc Martínez,es,GK,,Granada,La Liga,33,1990,3.0,112,90,107,5,0,0,112,0,0,,0,,55,263,176,0,0,0,0,0,38,0
1644,Lucas Martínez Quarta,ar,DF,,Fiorentina,Serie A,27,1996,25.5,1966,115,782,1064,132,41,1966,28,13,46.4,13,46.4,1184,6590,3542,23,20,3,21,7,1294,16
1645,Adam Marušić,me,DF,,Lazio,Serie A,30,1992,34.4,2103,102,695,1028,391,22,2103,32,14,43.8,14,43.8,979,4378,2368,35,31,3,24,5,1334,108
1646,Marvin,es,FW,DF,Las Palmas,La Liga,23,2000,20.6,1011,26,174,416,433,50,1011,47,19,40.4,21,44.7,574,3530,1535,60,40,13,52,23,662,177
