Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
21,Felix Afena-Gyan,gh,FW,MF,Roma,Serie A,18,2003,17,6,668,7.4,2,0,2,2,0,0,5,1,1.7,1.7,0.6,2.2,19,7,77,0.27,0.00,0.27,0.27,0.27,0.22,0.08,0.30,0.22,0.30
22,Martin Agirregabiria,es,DF,,Alavés,La Liga,25,1996,24,17,1616,18.0,0,1,1,0,0,0,4,0,0.2,0.2,0.7,0.8,15,57,40,0.00,0.06,0.06,0.00,0.06,0.01,0.04,0.05,0.01,0.05
23,Julen Agirrezabala,es,GK,,Athletic Club,La Liga,20,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,Lucien Agoume,fr,MF,,Brest,Ligue 1,19,2002,27,21,1868,20.8,0,0,0,0,0,0,6,0,1.2,1.1,0.7,1.7,16,116,28,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.05,0.08
25,Kevin Agudelo,co,MF,FW,Spezia,Serie A,22,1998,23,12,1237,13.7,3,1,4,3,0,0,2,1,2.6,2.6,0.9,3.5,41,46,56,0.22,0.07,0.29,0.22,0.29,0.19,0.06,0.25,0.19,0.25
26,Nayef Aguerd,ma,DF,,Rennes,Ligue 1,25,1996,31,31,2735,30.4,2,2,4,2,0,0,3,1,2.1,2.1,0.3,2.4,11,101,1,0.07,0.07,0.13,0.07,0.13,0.07,0.01,0.08,0.07,0.08
27,Sergio Agüero,ar,FW,,Barcelona,La Liga,33,1988,4,2,151,1.7,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.1,4,3,13,0.60,0.00,0.60,0.60,0.60,0.61,0.07,0.68,0.61,0.68
28,Ruben Aguilar,fr,DF,,Monaco,Ligue 1,28,1993,28,22,2140,23.8,0,2,2,0,0,0,4,0,0.3,0.3,0.9,1.2,61,157,101,0.00,0.08,0.08,0.00,0.08,0.01,0.04,0.05,0.01,0.05
29,Álvaro Aguirre,es,FW,,Rayo Vallecano,La Liga,21,2000,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,Naouirou Ahamada,fr,MF,DF,Stuttgart,Bundesliga,19,2002,3,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31,Anel Ahmedhodžić,ba,DF,,Bordeaux,Ligue 1,22,1999,15,15,1350,15.0,0,1,1,0,0,0,6,0,0.4,0.4,0.9,1.3,18,63,12,0.00,0.07,0.07,0.00,0.07,0.03,0.06,0.09,0.03,0.09
32,Jean-Eudes Aholou,ci,MF,,Strasbourg,Ligue 1,27,1994,25,11,1004,11.2,1,1,2,1,0,0,2,0,1.9,1.9,0.8,2.7,16,38,39,0.09,0.09,0.18,0.09,0.18,0.17,0.08,0.24,0.17,0.24
33,Joseph Aidoo,gh,DF,,Celta Vigo,La Liga,25,1995,32,30,2637,29.3,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,25,110,3,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
34,Ola Aina,ng,DF,,Torino,Serie A,24,1996,21,17,1437,16.0,0,0,0,0,0,0,4,0,0.2,0.2,1.8,2.0,42,68,78,0.00,0.00,0.00,0.00,0.00,0.01,0.11,0.12,0.01,0.12
35,Rayan Aït-Nouri,dz,DF,MF,Wolves,Premier League,20,2001,23,20,1828,20.3,1,2,3,1,0,0,4,0,0.6,0.6,1.6,2.2,60,49,127,0.05,0.10,0.15,0.05,0.15,0.03,0.08,0.11,0.03,0.11
36,Kristoffer Ajer,no,DF,,Brentford,Premier League,23,1998,24,23,1995,22.2,1,3,4,1,0,0,5,0,0.8,0.8,1.7,2.5,30,82,29,0.05,0.14,0.18,0.05,0.18,0.04,0.08,0.11,0.04,0.11
37,Ludovic Ajorque,fr,FW,,Strasbourg,Ligue 1,27,1994,36,31,2738,30.4,12,8,20,9,3,3,5,1,10.6,8.3,7.0,15.3,21,69,217,0.39,0.26,0.66,0.30,0.56,0.35,0.23,0.58,0.27,0.50
38,Manuel Akanji,ch,DF,,Dortmund,Bundesliga,26,1995,26,25,2261,25.1,1,0,1,1,0,0,3,0,1.9,1.9,0.1,2.0,18,115,8,0.04,0.00,0.04,0.04,0.04,0.08,0.00,0.08,0.08,0.08
39,Carlos Akapo,gq,DF,,Cádiz,La Liga,28,1993,25,21,1844,20.5,0,0,0,0,0,0,4,0,0.5,0.5,0.3,0.8,35,51,52,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
40,Marley Aké,fr,FW,MF,Juventus,Serie A,20,2001,4,0,77,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
41,Nathan Aké,nl,DF,,Manchester City,Premier League,26,1995,14,10,923,10.3,2,0,2,2,0,0,0,0,0.7,0.7,0.6,1.2,12,57,8,0.20,0.00,0.20,0.20,0.20,0.07,0.06,0.12,0.07,0.12
42,Ilias Akhomach,ma,FW,,Barcelona,La Liga,17,2004,2,2,124,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.7,7,11,13,0.00,0.00,0.00,0.00,0.00,0.11,0.43,0.54,0.11,0.54
43,Maghnes Akliouche,fr,MF,FW,Monaco,Ligue 1,19,2002,7,0,54,0.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,5,7,0.00,0.00,0.00,0.00,0.00,0.24,0.06,0.30,0.24,0.30
44,Paul Akouokou,ci,MF,,Betis,La Liga,23,1997,8,6,516,5.7,0,0,0,0,0,0,2,1,0.0,0.0,0.1,0.1,3,30,5,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
45,Jean-Daniel Akpa-Akpro,ci,MF,,Lazio,Serie A,28,1992,10,4,315,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,5,3,8,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
46,Kevin Akpoguma,ng,DF,FW,Hoffenheim,Bundesliga,26,1995,26,19,1527,17.0,2,2,4,2,0,0,5,0,1.2,1.2,2.6,3.8,36,87,40,0.12,0.12,0.24,0.12,0.24,0.07,0.15,0.22,0.07,0.22
47,David Alaba,at,DF,,Real Madrid,La Liga,29,1992,30,30,2642,29.4,2,3,5,2,0,0,2,0,1.6,1.6,2.2,3.8,40,154,76,0.07,0.10,0.17,0.07,0.17,0.06,0.07,0.13,0.06,0.13
48,Sofiane Alakouch,ma,DF,MF,Metz,Ligue 1,23,1998,4,0,158,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,5,10,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
49,Tomás Alarcón,cl,MF,,Cádiz,La Liga,22,1999,23,16,1425,15.8,0,1,1,0,0,0,5,0,1.1,1.1,1.1,2.2,6,55,13,0.00,0.06,0.06,0.00,0.06,0.07,0.07,0.14,0.07,0.14
50,Lucas Alario,ar,FW,,Leverkusen,Bundesliga,28,1992,27,5,655,7.3,6,0,6,6,0,1,2,0,6.0,5.2,1.0,6.2,6,10,44,0.82,0.00,0.82,0.82,0.82,0.82,0.14,0.96,0.71,0.85
51,Jordi Alba,es,DF,,Barcelona,La Liga,32,1989,30,30,2644,29.4,2,10,12,2,0,0,11,0,1.5,1.5,7.1,8.7,47,291,213,0.07,0.34,0.41,0.07,0.41,0.05,0.24,0.29,0.05,0.29
52,Josué Albert,gf,DF,,Clermont Foot,Ligue 1,29,1992,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13
53,Luis Alberto,es,MF,,Lazio,Serie A,28,1992,34,27,2353,26.1,5,9,14,5,0,0,5,0,3.3,3.3,7.8,11.1,84,223,89,0.19,0.34,0.54,0.19,0.54,0.12,0.30,0.42,0.12,0.42
54,Raúl Albiol,es,DF,,Villarreal,La Liga,35,1985,28,28,2465,27.4,0,0,0,0,0,0,8,0,0.4,0.4,0.1,0.5,11,90,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.02
55,Marc Albrighton,eng,FW,DF,Leicester City,Premier League,31,1989,17,11,1132,12.6,1,2,3,1,0,0,3,0,0.5,0.5,2.0,2.5,21,26,56,0.08,0.16,0.24,0.08,0.24,0.04,0.16,0.20,0.04,0.20
56,Paco Alcácer,es,FW,,Villarreal,La Liga,27,1993,18,10,787,8.7,1,3,4,1,0,0,1,0,3.9,3.9,1.6,5.5,4,10,45,0.11,0.34,0.46,0.11,0.46,0.45,0.19,0.63,0.45,0.63
57,Thiago Alcántara,es,MF,,Liverpool,Premier League,30,1991,25,17,1534,17.0,1,4,5,1,0,0,2,0,1.9,1.9,2.3,4.2,24,214,45,0.06,0.23,0.29,0.06,0.29,0.11,0.14,0.25,0.11,0.25
58,Rubén Alcaraz,es,MF,,Cádiz,La Liga,30,1991,14,12,1105,12.3,2,0,2,2,0,0,7,0,1.3,1.3,0.9,2.3,26,87,21,0.16,0.00,0.16,0.16,0.16,0.11,0.08,0.18,0.11,0.18
59,Omar Alderete,py,DF,,Valencia,La Liga,24,1996,29,28,2403,26.7,2,0,2,2,0,0,15,0,0.8,0.8,0.1,1.0,17,89,3,0.07,0.00,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04
60,Iván Alejo,es,MF,FW,Cádiz,La Liga,26,1995,20,11,1065,11.8,2,2,4,2,0,0,7,0,1.4,1.4,1.8,3.2,63,25,88,0.17,0.17,0.34,0.17,0.34,0.12,0.15,0.27,0.12,0.27
61,Doğan Alemdar,tr,GK,,Rennes,Ligue 1,18,2002,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
62,Carles Aleñá,es,MF,,Getafe,La Liga,23,1998,33,30,2320,25.8,1,2,3,1,0,0,6,1,1.8,1.8,1.3,3.1,33,81,65,0.04,0.08,0.12,0.04,0.12,0.07,0.05,0.12,0.07,0.12
63,Trent Alexander-Arnold,eng,DF,,Liverpool,Premier League,22,1998,32,32,2853,31.7,2,12,14,2,0,0,2,0,2.4,2.4,12.0,14.4,53,267,201,0.06,0.38,0.44,0.06,0.44,0.07,0.38,0.46,0.07,0.46
64,Mohamed Ali Cho,fr,FW,,Angers,Ligue 1,17,2004,32,21,1837,20.4,4,1,5,4,0,0,6,2,6.4,6.4,2.7,9.1,60,22,150,0.20,0.05,0.24,0.20,0.24,0.31,0.13,0.44,0.31,0.44
65,Alisson,br,GK,,Liverpool,Premier League,28,1992,36,36,3240,36.0,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,0,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01
66,Allan,br,MF,,Everton,Premier League,30,1991,28,25,2183,24.3,0,2,2,0,0,0,7,1,0.2,0.2,0.8,1.1,26,130,18,0.00,0.08,0.08,0.00,0.08,0.01,0.03,0.04,0.01,0.04
67,Jim Allevinah,ga,FW,,Clermont Foot,Ligue 1,26,1995,30,13,1488,16.5,1,2,3,1,0,0,1,0,2.8,2.8,1.9,4.7,77,56,118,0.06,0.12,0.18,0.06,0.18,0.17,0.12,0.29,0.17,0.29
68,Dele Alli,eng,MF,,Tottenham,Premier League,25,1996,10,8,657,7.3,1,0,1,0,1,1,1,0,1.6,0.8,0.3,1.1,8,18,22,0.14,0.00,0.14,0.00,0.00,0.22,0.04,0.26,0.11,0.15
69,Dele Alli,eng,MF,FW,Everton,Premier League,25,1996,11,1,338,3.8,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.5,7,13,21,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.12,0.03,0.12
70,Miguel Almirón,py,MF,FW,Newcastle Utd,Premier League,27,1994,30,19,1716,19.1,1,0,1,1,0,0,2,0,1.7,1.7,0.9,2.6,44,46,85,0.05,0.00,0.05,0.05,0.05,0.09,0.05,0.14,0.09,0.14
71,Marcos Alonso,es,DF,,Chelsea,Premier League,30,1990,28,25,2167,24.1,4,4,8,4,0,0,8,0,2.8,2.8,4.5,7.3,51,93,192,0.17,0.17,0.33,0.17,0.33,0.12,0.19,0.30,0.12,0.30
72,Giorgio Altare,it,DF,,Cagliari,Serie A,22,1998,19,17,1466,16.3,1,0,1,1,0,0,5,0,1.0,1.0,0.6,1.6,13,71,10,0.06,0.00,0.06,0.06,0.06,0.06,0.04,0.10,0.06,0.10
73,Hugo Álvarez,es,FW,,Celta Vigo,La Liga,18,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,1.39,0.00,1.39,1.39,1.39
74,Yeray Álvarez,es,DF,,Athletic Club,La Liga,26,1995,22,21,1860,20.7,0,0,0,0,0,0,6,0,0.5,0.5,0.1,0.6,16,64,4,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
75,Dani Alves,br,DF,,Barcelona,La Liga,38,1983,14,13,1098,12.2,1,3,4,1,0,0,2,1,0.3,0.3,2.3,2.5,33,72,25,0.08,0.25,0.33,0.08,0.33,0.02,0.19,0.21,0.02,0.21
76,Steven Alzate,co,MF,,Brighton,Premier League,22,1998,9,5,404,4.5,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,3,21,6,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
77,Ibrahim Amadou,fr,DF,MF,Metz,Ligue 1,28,1993,10,10,812,9.0,1,0,1,1,0,0,4,0,0.4,0.4,0.1,0.5,6,21,1,0.11,0.00,0.11,0.11,0.11,0.04,0.01,0.05,0.04,0.05
78,Emmanuel Amankwaa Akurugu,gh,DF,,Getafe,La Liga,19,2001,3,1,79,0.9,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,5,4,6,0.00,1.14,1.14,0.00,1.14,0.03,0.10,0.13,0.03,0.13
79,Daniel Amartey,gh,DF,,Leicester City,Premier League,26,1994,28,23,2123,23.6,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.2,14,62,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
80,Amath,sn,FW,MF,Mallorca,La Liga,25,1996,19,9,884,9.8,0,1,1,0,0,0,5,0,1.4,1.4,0.9,2.3,18,19,58,0.00,0.10,0.10,0.00,0.10,0.14,0.10,0.23,0.14,0.23
81,Jordan Amavi,fr,DF,,Nice,Ligue 1,27,1994,8,4,413,4.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,13,28,21,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
82,Jordan Amavi,fr,DF,FW,Marseille,Ligue 1,27,1994,2,2,128,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,9,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
83,Wisdom Amey,it,DF,,Bologna,Serie A,15,2005,1,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
84,Kelvin Amian,fr,DF,,Spezia,Serie A,23,1998,32,31,2646,29.4,1,1,2,1,0,0,9,2,2.6,2.6,1.3,3.9,38,64,50,0.03,0.03,0.07,0.03,0.07,0.09,0.04,0.13,0.09,0.13
85,Nadiem Amiri,de,MF,FW,Genoa,Serie A,24,1996,13,9,683,7.6,0,1,1,0,0,0,0,0,0.9,0.9,2.1,3.0,17,33,34,0.00,0.13,0.13,0.00,0.13,0.12,0.28,0.40,0.12,0.40
86,Nadiem Amiri,de,MF,FW,Leverkusen,Bundesliga,24,1996,13,3,369,4.1,1,0,1,1,0,0,0,0,0.5,0.5,0.3,0.8,17,21,29,0.24,0.00,0.24,0.24,0.24,0.11,0.08,0.19,0.11,0.19
87,Ethan Ampadu,wls,MF,DF,Venezia,Serie A,20,2000,29,26,2282,25.4,0,3,3,0,0,0,13,2,0.3,0.3,1.6,1.9,26,112,23,0.00,0.12,0.12,0.00,0.12,0.01,0.06,0.08,0.01,0.08
88,Sofyan Amrabat,ma,MF,,Fiorentina,Serie A,24,1996,23,8,944,10.5,1,0,1,1,0,0,6,0,0.1,0.1,0.2,0.4,13,63,3,0.10,0.00,0.10,0.10,0.10,0.01,0.02,0.04,0.01,0.04
89,Joachim Andersen,dk,DF,,Crystal Palace,Premier League,25,1996,34,32,2916,32.4,0,3,3,0,0,0,4,0,0.7,0.7,1.7,2.4,14,100,4,0.00,0.09,0.09,0.00,0.09,0.02,0.05,0.07,0.02,0.07
90,Felipe Anderson,br,FW,,Lazio,Serie A,28,1993,38,33,2888,32.1,6,8,14,6,0,0,2,0,6.2,6.2,6.5,12.7,142,123,264,0.19,0.25,0.44,0.19,0.44,0.19,0.20,0.40,0.19,0.40
91,Sebastian Andersson,se,FW,,Köln,Bundesliga,30,1991,26,13,1257,14.0,3,1,4,3,0,0,3,0,4.5,4.5,1.0,5.5,10,14,86,0.21,0.07,0.29,0.21,0.29,0.32,0.07,0.39,0.32,0.39
92,Florin Andone,ro,FW,,Cádiz,La Liga,28,1993,5,1,176,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,0,2,11,0.00,0.00,0.00,0.00,0.00,0.12,0.05,0.16,0.12,0.16
93,Andrés Andrade Cedeño,pa,DF,,Arminia,Bundesliga,22,1998,17,12,1046,11.6,0,0,0,0,0,0,4,0,0.3,0.3,0.1,0.4,18,44,15,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04
94,Benjamin André,fr,MF,,Lille,Ligue 1,30,1990,33,33,2752,30.6,2,1,3,2,0,0,12,1,1.4,1.4,1.3,2.7,38,178,59,0.07,0.03,0.10,0.07,0.10,0.05,0.04,0.09,0.05,0.09
95,Fredrik André Bjørkan,no,DF,,Hertha BSC,Bundesliga,22,1998,9,2,353,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,11,18,10,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
96,Marcos André,br,FW,MF,Valencia,La Liga,24,1996,29,8,973,10.8,1,3,4,1,0,0,3,0,3.0,3.0,2.6,5.6,19,20,62,0.09,0.28,0.37,0.09,0.37,0.28,0.24,0.52,0.28,0.52
97,Robert Andrich,de,MF,,Leverkusen,Bundesliga,26,1994,26,21,1817,20.2,4,2,6,4,0,0,5,1,3.2,2.8,1.5,4.3,19,100,27,0.20,0.10,0.30,0.20,0.30,0.16,0.08,0.23,0.14,0.21
98,José Ángel,es,DF,,Osasuna,La Liga,31,1989,23,12,1083,12.0,1,1,2,1,0,0,2,1,0.2,0.2,1.5,1.7,22,98,35,0.08,0.08,0.17,0.08,0.17,0.02,0.13,0.14,0.02,0.14
99,Angeliño,es,DF,,RB Leipzig,Bundesliga,24,1997,29,26,2298,25.5,2,5,7,2,0,0,3,0,1.2,1.2,5.2,6.4,35,73,177,0.08,0.20,0.27,0.08,0.27,0.05,0.20,0.25,0.05,0.25
100,Ebenezer Annan,gh,DF,,Bologna,Serie A,18,2002,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
101,Cristian Ansaldi,ar,DF,,Torino,Serie A,34,1986,19,5,691,7.7,0,3,3,0,0,0,2,0,0.3,0.3,2.1,2.4,24,41,40,0.00,0.39,0.39,0.00,0.39,0.04,0.28,0.32,0.04,0.32
102,Janis Antiste,fr,FW,,Spezia,Serie A,18,2002,18,9,796,8.8,1,0,1,1,0,0,0,0,1.4,1.4,0.2,1.6,10,7,60,0.11,0.00,0.11,0.11,0.11,0.16,0.02,0.18,0.16,0.18
103,Waldemar Anton,de,DF,,Stuttgart,Bundesliga,25,1996,29,29,2595,28.8,2,1,3,2,0,0,6,1,2.1,2.1,1.4,3.5,26,108,12,0.07,0.03,0.10,0.07,0.10,0.07,0.05,0.12,0.07,0.12
104,Josep Antoni Gayá,es,DF,,Mallorca,La Liga,21,2000,1,1,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
105,Michail Antonio,jm,FW,,West Ham,Premier League,31,1990,36,34,2971,33.0,10,8,18,10,0,1,8,1,10.8,10.2,6.0,16.2,77,46,246,0.30,0.24,0.55,0.30,0.55,0.33,0.18,0.51,0.31,0.49
106,Christopher Antwi-Adjei,gh,FW,MF,Bochum,Bundesliga,27,1994,25,12,1130,12.6,1,1,2,1,0,0,2,0,2.0,2.0,1.0,3.1,35,22,85,0.08,0.08,0.16,0.08,0.16,0.18,0.09,0.26,0.18,0.26
107,Houssem Aouar,dz,MF,FW,Lyon,Ligue 1,23,1998,36,29,2504,27.8,6,4,10,6,0,0,1,0,6.3,6.3,4.5,10.8,88,165,169,0.22,0.14,0.36,0.22,0.36,0.22,0.16,0.39,0.22,0.39
108,Adil Aouchiche,fr,MF,FW,Saint-Étienne,Ligue 1,19,2002,35,11,1081,12.0,0,4,4,0,0,0,2,0,1.2,1.2,1.6,2.8,43,75,61,0.00,0.33,0.33,0.00,0.33,0.10,0.14,0.23,0.10,0.23
109,Dennis Appiah,fr,DF,,Nantes,Ligue 1,29,1992,32,22,2099,23.3,0,0,0,0,0,0,4,0,0.0,0.0,0.3,0.3,25,69,58,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
110,Mauro Arambarri,uy,MF,,Getafe,La Liga,25,1995,31,31,2663,29.6,0,5,5,0,0,0,13,0,1.2,1.2,2.2,3.3,32,79,47,0.00,0.17,0.17,0.00,0.17,0.04,0.07,0.11,0.04,0.11
